VPACKSSWB ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 63 /r]            AVX,AVX2
VPACKSSWB xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 63 /r]            AVX
VPACKSSWB ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 63 /r]            AVX,AVX2

VPACKUSWB xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 67 /r]            AVX
VPACKUSWB ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 67 /r]            AVX,AVX2
VPACKUSWB xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 67 /r]            AVX
VPACKUSWB ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 67 /r]            AVX,AVX2

VPACKSSDW xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f 6b /r]            AVX
VPACKSSDW ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f 6b /r]            AVX,AVX2
VPACKSSDW xmmreg,xmmreg,mem128     [vex.nds.128.66.0f 6b /r]            AVX
VPACKSSDW ymmreg,ymmreg,mem256     [vex.nds.256.66.0f 6b /r]            AVX,AVX2

VPUNPCKLBW xmmreg,xmmreg,xmmreg    [vex.nds.128.66.0f 60 /r]            AVX
VPUNPCKLBW ymmreg,ymmreg,ymmreg    [vex.nds.256.66.0f 60 /r]            AVX,AVX2
VPUNPCKLBW xmmreg,xmmreg,mem128    [vex.nds.128.66.0f 60 /r]            AVX
VPUNPCKLBW ymmreg,ymmreg,mem256    [vex.nds.256.66.0f 60 /r]            AVX,AVX2

VPUNPCKLWD xmmreg,xmmreg,xmmreg    [vex.nds.128.66.0f 61 /r]            AVX
VPUNPCKLWD ymmreg,ymmreg,ymmreg    [vex.nds.256.66.0f 61 /r]            AVX,AVX2
VPUNPCKLWD xmmreg,xmmreg,mem128    [vex.nds.128.66.0f 61 /r]            AVX
VPUNPCKLWD ymmreg,ymmreg,mem256    [vex.nds.256.66.0f 61 /r]            AVX,AVX2

VPUNPCKLDQ xmmreg,xmmreg,xmmreg    [vex.nds.128.66.0f 62 /r]            AVX
VPUNPCKLDQ ymmreg,ymmreg,ymmreg    [vex.nds.256.66.0f 62 /r]            AVX,AVX2
VPUNPCKLDQ xmmreg,xmmreg,mem128    [vex.nds.128.66.0f 62 /r]            AVX
VPUNPCKLDQ ymmreg,ymmreg,mem256    [vex.nds.256.66.0f 62 /r]            AVX,AVX2

VPUNPCKHBW xmmreg,xmmreg,xmmreg    [vex.nds.128.66.0f 68 /r]            AVX
VPUNPCKHBW ymmreg,ymmreg,ymmreg    [vex.nds.256.66.0f 68 /r]            AVX,AVX2
VPUNPCKHBW xmmreg,xmmreg,mem128    [vex.nds.128.66.0f 68 /r]            AVX
VPUNPCKHBW ymmreg,ymmreg,mem256    [vex.nds.256.66.0f 68 /r]            AVX,AVX2

VPUNPCKHWD xmmreg,xmmreg,xmmreg    [vex.nds.128.66.0f 69 /r]            AVX
VPUNPCKHWD ymmreg,ymmreg,ymmreg    [vex.nds.256.66.0f 69 /r]            AVX,AVX2
VPUNPCKHWD xmmreg,xmmreg,mem128    [vex.nds.128.66.0f 69 /r]            AVX
VPUNPCKHWD ymmreg,ymmreg,mem256    [vex.nds.256.66.0f 69 /r]            AVX,AVX2

VPUNPCKHDQ xmmreg,xmmreg,xmmreg    [vex.nds.128.66.0f 6a /r]            AVX
VPUNPCKHDQ ymmreg,ymmreg,ymmreg    [vex.nds.256.66.0f 6a /r]            AVX,AVX2
VPUNPCKHDQ xmmreg,xmmreg,mem128    [vex.nds.128.66.0f 6a /r]            AVX
VPUNPCKHDQ ymmreg,ymmreg,mem256    [vex.nds.256.66.0f 6a /r]            AVX,AVX2

; --- Shift (Integer) - AVX2 -------------------------------------------------
VPSLLW    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f f1 /r]            AVX
VPSLLW    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f f1 /r]            AVX,AVX2
VPSLLW    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f f1 /r]            AVX
VPSLLW    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f f1 /r]            AVX,AVX2

VPSLLD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f f2 /r]            AVX
VPSLLD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f f2 /r]            AVX,AVX2
VPSLLD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f f2 /r]            AVX
VPSLLD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f f2 /r]            AVX,AVX2

VPSLLQ    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f f3 /r]            AVX
VPSLLQ    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f f3 /r]            AVX,AVX2
VPSLLQ    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f f3 /r]            AVX
VPSLLQ    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f f3 /r]            AVX,AVX2

VPSRLW    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f d1 /r]            AVX
VPSRLW    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f d1 /r]            AVX,AVX2
VPSRLW    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f d1 /r]            AVX
VPSRLW    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f d1 /r]            AVX,AVX2

VPSRLD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f d2 /r]            AVX
VPSRLD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f d2 /r]            AVX,AVX2
VPSRLD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f d2 /r]            AVX
VPSRLD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f d2 /r]            AVX,AVX2

VPSRLQ    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f d3 /r]            AVX
VPSRLQ    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f d3 /r]            AVX,AVX2
VPSRLQ    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f d3 /r]            AVX
VPSRLQ    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f d3 /r]            AVX,AVX2

VPSRAW    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f e1 /r]            AVX
VPSRAW    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f e1 /r]            AVX,AVX2
VPSRAW    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f e1 /r]            AVX
VPSRAW    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f e1 /r]            AVX,AVX2

VPSRAD    xmmreg,xmmreg,xmmreg     [vex.nds.128.66.0f e2 /r]            AVX
VPSRAD    ymmreg,ymmreg,ymmreg     [vex.nds.256.66.0f e2 /r]            AVX,AVX2
VPSRAD    xmmreg,xmmreg,mem128     [vex.nds.128.66.0f e2 /r]            AVX
VPSRAD    ymmreg,ymmreg,mem256     [vex.nds.256.66.0f e2 /r]            AVX,AVX2

; --- AVX-512 FP16  -------------------------
VMAXSH    xmmreg,xmmreg,xmmreg     [evex.nds.128.f3.5c 5f /r]           AVX512VL,AVX512F
VMAXSH    xmmreg,xmmreg,mem16      [evex.nds.128.f3.5c 5f /r]           AVX512VL,AVX512F
VMAXSH    xmmreg{k1}{z},xmmreg,xmmreg [evex.nds.128.f3.5c 5f /r]        AVX512VL,AVX512F

VMINSH    xmmreg,xmmreg,xmmreg     [evex.nds.128.f3.5c 5d /r]           AVX512VL,AVX512F
VMINSH    xmmreg,xmmreg,mem16      [evex.nds.128.f3.5c 5d /r]           AVX512VL,AVX512F
VMINSH    xmmreg{k1}{z},xmmreg,xmmreg [evex.nds.128.f3.5c 5d /r]        AVX512VL,AVX512F
